year,data_type,source_index,destination_index,value
20182019,depot_location,623,,
20182019,depot_location,648,,
20182019,depot_location,2318,,
20182019,depot_location,302,,
20182019,depot_location,2287,,
20182019,depot_location,415,,
20182019,depot_location,1580,,
20182019,depot_location,1947,,
20182019,depot_location,1659,,
20182019,depot_location,2171,,
20182019,depot_location,1081,,
20182019,depot_location,784,,
20182019,depot_location,1724,,
20182019,depot_location,2137,,
20182019,depot_location,1299,,
20182019,depot_location,528,,
20182019,depot_location,445,,
20182019,depot_location,436,,
20182019,depot_location,138,,
20182019,depot_location,149,,
20182019,depot_location,138,,
20182019,depot_location,2032,,
20182019,depot_location,358,,
20182019,depot_location,824,,
20182019,depot_location,114,,
20182019,refinery_location,153,,
20182019,refinery_location,1208,,
20182019,refinery_location,2218,,
20182019,refinery_location,838,,
20182019,refinery_location,405,,
2018,biomass_forecast,0,,0.0886267060256923
2018,biomass_forecast,1,,0.1060462232869734
2018,biomass_forecast,2,,0.3248585580739425
2018,biomass_forecast,3,,12.442184877583928
2018,biomass_forecast,4,,4.170638368996847
2018,biomass_forecast,5,,1.5330606050114126
2018,biomass_forecast,6,,0.3708656921392574
2018,biomass_forecast,7,,0.1179361793084139
2018,biomass_forecast,8,,0.9306707466423888
2018,biomass_forecast,9,,4.299858736165401
2018,biomass_forecast,10,,38.24590164629833
2018,biomass_forecast,11,,63.37039300558612
2018,biomass_forecast,12,,6.952278774001971
2018,biomass_forecast,13,,1.4350569352104574
2018,biomass_forecast,14,,0.1101960248216515
2018,biomass_forecast,15,,0.8695904155944203
2018,biomass_forecast,16,,2.991603663653245
2018,biomass_forecast,17,,62.05760392955212
2018,biomass_forecast,18,,73.7029683296926
2018,biomass_forecast,19,,7.704460282942639
2018,biomass_forecast,20,,2.4179876398742626
2018,biomass_forecast,21,,0.8844689174115025
2018,biomass_forecast,22,,19.939795405875103
2018,biomass_forecast,23,,41.73393046578169
2018,biomass_forecast,24,,36.80573438165623
2018,biomass_forecast,25,,39.7187593367901
2018,biomass_forecast,26,,1.2996697898955136
2018,biomass_forecast,27,,0.0429916149681854
2018,biomass_forecast,28,,0.2493736045695632
2018,biomass_forecast,29,,0.4749459233081733
2018,biomass_forecast,30,,0.6990382172071172
2018,biomass_forecast,31,,5.6213304517431
2018,biomass_forecast,32,,23.59169061472241
2018,biomass_forecast,33,,2.089774926419229
2018,biomass_forecast,34,,0.0156426102146646
2018,biomass_forecast,35,,10.61382337209631
2018,biomass_forecast,36,,11.555752418830425
2018,biomass_forecast,37,,35.82716123966087
2018,biomass_forecast,38,,26.44860864062572
2018,biomass_forecast,39,,30.047379717139474
2018,biomass_forecast,40,,11.054666935450324
2018,biomass_forecast,41,,6.987048868741878
2018,biomass_forecast,42,,1.376161032968249
2018,biomass_forecast,43,,1.7952084618622506
2018,biomass_forecast,44,,2.686581291087271
2018,biomass_forecast,45,,15.790498695222858
2018,biomass_forecast,46,,2.373242347391762
2018,biomass_forecast,47,,0.0122883495131268
2018,biomass_forecast,48,,3.798265845864738
2018,biomass_forecast,49,,11.601605639275917
2018,biomass_forecast,50,,8.194225669220934
2018,biomass_forecast,51,,9.893240348218344
2018,biomass_forecast,52,,22.62707928212738
2018,biomass_forecast,53,,15.40237233335731
2018,biomass_forecast,54,,24.54956370075621
2018,biomass_forecast,55,,3.2767753059411886
2018,biomass_forecast,56,,0.0088387387667659
2018,biomass_forecast,57,,9.625145071938189
2018,biomass_forecast,58,,9.252460703404184
2018,biomass_forecast,59,,0.2105200832289043
2018,biomass_forecast,60,,0.2485768896446517
2018,biomass_forecast,61,,4.958171384388227
2018,biomass_forecast,62,,1.0981237466300229
2018,biomass_forecast,63,,0.4374501081952752
2018,biomass_forecast,64,,1.9613961723182367
2018,biomass_forecast,65,,34.05669894702472
2018,biomass_forecast,66,,47.9676096709384
2018,biomass_forecast,67,,4.321666852103358
2018,biomass_forecast,68,,21.185901346684613
2018,biomass_forecast,69,,34.00586157636046
2018,biomass_forecast,70,,2.408955198284133
2018,biomass_forecast,71,,13.999532460459566
2018,biomass_forecast,72,,3.2870013193827745
2018,biomass_forecast,73,,0.3620824363839907
2018,biomass_forecast,74,,12.51754726634984
2018,biomass_forecast,75,,12.285636684889331
2018,biomass_forecast,76,,0.9386231391441372
2018,biomass_forecast,77,,4.48684382425228
2018,biomass_forecast,78,,40.04400002204464
2018,biomass_forecast,79,,49.16825834398768
2018,biomass_forecast,80,,50.028936702858914
2018,biomass_forecast,81,,23.804116486416024
2018,biomass_forecast,82,,0.0475653722496345
2018,biomass_forecast,83,,13.66289375641831
2018,biomass_forecast,84,,106.62841090322917
2018,biomass_forecast,85,,22.66825072315386
2018,biomass_forecast,86,,15.7023496255919
2018,biomass_forecast,87,,16.747396906500754
2018,biomass_forecast,88,,2.603767015878719
2018,biomass_forecast,89,,1.5882468817507212
2018,biomass_forecast,90,,1.843982723236076
2018,biomass_forecast,91,,0.2073786591356326
2018,biomass_forecast,92,,15.009121019438256
2018,biomass_forecast,93,,63.77336344587856
2018,biomass_forecast,94,,116.73993722422368
2018,biomass_forecast,95,,161.84300425147154
2018,biomass_forecast,96,,120.26311793509512
2018,biomass_forecast,97,,43.35744135434013
2018,biomass_forecast,98,,0.6485227048929564
2018,biomass_forecast,99,,23.71772631860058
2018,biomass_forecast,100,,143.72582206250567
2018,biomass_forecast,101,,35.47572473920842
2018,biomass_forecast,102,,31.28843056573864
2018,biomass_forecast,103,,74.26911815052624
2018,biomass_forecast,104,,39.55083616062991
2018,biomass_forecast,105,,5.788943556734921
2018,biomass_forecast,106,,0.5149936676182811
2018,biomass_forecast,107,,1.5265549926501631
2018,biomass_forecast,108,,2.038107331238584
2018,biomass_forecast,109,,0.3428018725557494
2018,biomass_forecast,110,,15.920004884407904
2018,biomass_forecast,111,,42.03608058925181
2018,biomass_forecast,112,,97.06677148178412
2018,biomass_forecast,113,,95.3214270455465
2018,biomass_forecast,114,,71.34239517946153
2018,biomass_forecast,115,,165.26993426106972
2018,biomass_forecast,116,,90.76711229342962
2018,biomass_forecast,117,,3.1412282191232777
2018,biomass_forecast,118,,68.97340506721548
2018,biomass_forecast,119,,186.8066749982234
2018,biomass_forecast,120,,23.283346192017465
2018,biomass_forecast,121,,15.011448933762512
2018,biomass_forecast,122,,18.594688396912
2018,biomass_forecast,123,,23.625743287997388
2018,biomass_forecast,124,,11.267598301766949
2018,biomass_forecast,125,,0.0001721741014561
2018,biomass_forecast,126,,3.019294043039979
2018,biomass_forecast,127,,3.4936678275336965
2018,biomass_forecast,128,,21.52248278705173
2018,biomass_forecast,129,,60.252514010438645
2018,biomass_forecast,130,,104.08689435924936
2018,biomass_forecast,131,,173.17793666082724
2018,biomass_forecast,132,,133.34808889450136
2018,biomass_forecast,133,,101.17714106728704
2018,biomass_forecast,134,,119.68594382673358
2018,biomass_forecast,135,,51.29964797186696
2018,biomass_forecast,136,,3.621975650492181
2018,biomass_forecast,137,,26.098597393228964
2018,biomass_forecast,138,,47.475853694360175
2018,biomass_forecast,139,,11.464933614502607
2018,biomass_forecast,140,,2.587168748870023
2018,biomass_forecast,141,,0.1942696881593701
2018,biomass_forecast,142,,4.409346964443012
2018,biomass_forecast,143,,0.1513099387305503
2018,biomass_forecast,144,,0.0874917244434825
2018,biomass_forecast,145,,29.69557165992939
2018,biomass_forecast,146,,9.054657328401248
2018,biomass_forecast,147,,3.947168992576517
2018,biomass_forecast,148,,94.63856904666292
2018,biomass_forecast,149,,108.72370962819556
2018,biomass_forecast,150,,143.47249217558675
2018,biomass_forecast,151,,114.69465910515991
2018,biomass_forecast,152,,79.65667666417563
2018,biomass_forecast,153,,140.58196390801038
2018,biomass_forecast,154,,135.73525002938646
2018,biomass_forecast,155,,23.64348329406748
2018,biomass_forecast,156,,4.073839038623376
2018,biomass_forecast,157,,0.0052129368190921
2018,biomass_forecast,158,,15.760867478661016
2018,biomass_forecast,159,,60.35796720296936
2018,biomass_forecast,160,,5.807137041550717
2018,biomass_forecast,161,,4.151426816248945
2018,biomass_forecast,162,,5.646115112432465
2018,biomass_forecast,163,,30.4618708841589
2018,biomass_forecast,164,,1.1491762640040233
2018,biomass_forecast,165,,2.395111204880937
2018,biomass_forecast,166,,25.51294716322924
2018,biomass_forecast,167,,7.022442801369916
2018,biomass_forecast,168,,0.0008071928285939
2018,biomass_forecast,169,,1.7882478617286854
2018,biomass_forecast,170,,5.66635652301277
2018,biomass_forecast,171,,65.56844547236074
2018,biomass_forecast,172,,62.31834012602067
2018,biomass_forecast,173,,80.48208717286515
2018,biomass_forecast,174,,86.80288083268462
2018,biomass_forecast,175,,84.51787483044808
2018,biomass_forecast,176,,108.88928402334892
2018,biomass_forecast,177,,75.46947381616656
2018,biomass_forecast,178,,11.989306356743183
2018,biomass_forecast,179,,3.3023279478440686
2018,biomass_forecast,180,,0.1354104123408278
2018,biomass_forecast,181,,0.0522963006530878
2018,biomass_forecast,182,,13.017705125790895
2018,biomass_forecast,183,,16.226256125650178
2018,biomass_forecast,184,,0.775218931039616
2018,biomass_forecast,185,,3.0375438220382955
